unit_id:ID(LegalUnit),document_id,parent_unit_id,unit_type,unit_no,title,text,effective_date,raw_key,:LABEL
law:spec_financial_transaction_act:item:3_4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:3,item,4.,,4. 그 밖에 금융정보분석원 업무와 관련된 통계자료,20240719,0003001,LegalUnit
law:spec_financial_transaction_act:heading:4,law:spec_financial_transaction_act,,heading,4,,제2장 금융회사등의 의무 <신설 2020.3.24>,20240719,0004000,LegalUnit
law:spec_financial_transaction_act:article:4,law:spec_financial_transaction_act,,article,4,불법재산 등으로 의심되는 거래의 보고 등,제4조(불법재산 등으로 의심되는 거래의 보고 등),20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,①,,"① 금융회사등은 다음 각 호의 어느 하나에 해당하는 경우에는 대통령령으로 정하는 바에 따라 지체 없이 그 사실을 금융정보분석원장에게 보고하여야 한다. <개정 2013.8.13, 2014.5.28, 2020.3.24>",20240719,0004001,LegalUnit
law:spec_financial_transaction_act:item:4_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,1.,,1. 금융거래등과 관련하여 수수(授受)한 재산이 불법재산이라고 의심되는 합당한 근거가 있는 경우,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:item:4_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,2.,,2. 금융거래등의 상대방이 「금융실명거래 및 비밀보장에 관한 법률」 제3조제3항을 위반하여 불법적인 금융거래등을 하는 등 자금세탁행위나 공중협박자금조달행위를 하고 있다고 의심되는 합당한 근거가 있는 경우,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:item:4_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,3.,,3. 「범죄수익은닉의 규제 및 처벌 등에 관한 법률」 제5조제1항 및 「공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률」 제5조제2항에 따라 금융회사등의 종사자가 관할 수사기관에 신고한 경우,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,②,,② 삭제 <2013.8.13>,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,③,,③ 금융회사등은 제1항에 따라 보고를 할 때에는 그 의심되는 합당한 근거를 분명하게 밝혀야 한다. <개정 2013.8.13>,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,④,,④ 삭제 <2019.1.15>,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,⑤,,"⑤ 금융정보분석원장은 제1항에 따라 금융회사등으로부터 보고받은 사항을 분석할 때에는 보고받은 사항이 제1항의 요건에 해당하는지를 심사하기 위하여 필요한 경우에만 제5조의4제1항제1호에 따라 금융회사등이 보존하는 관련 자료를 열람하거나 복사할 수 있다. <개정 2013.8.13, 2019.1.15>",20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,⑥,,"⑥ 금융회사등에 종사하는 자는 제1항에 따른 보고를 하려고 하거나 보고를 하였을 때에는 그 사실을 그 보고와 관련된 금융거래등의 상대방을 포함하여 다른 사람에게 누설하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2013.8.13, 2020.3.24>",20240719,0004001,LegalUnit
law:spec_financial_transaction_act:item:4_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,1.,,1. 자금세탁행위와 공중협박자금조달행위를 방지하기 위하여 같은 금융회사등의 내부에서 그 보고 사실을 제공하는 경우,20240719,0004001,LegalUnit
law:spec_financial_transaction_act:item:4_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,2.,,"2. 제3조제1항 각 호의 업무에 상당하는 업무를 수행하는 외국의 기관(이하 ""외국금융정보분석기구""라 한다)에 대하여 해당 외국의 법령에 따라 제1항에 따른 보고에 상당하는 보고를 하는 경우",20240719,0004001,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,⑦,,"⑦ 제1항에 따른 보고를 한 금융회사등(금융회사등의 종사자를 포함한다)은 고의 또는 중대한 과실로 인하여 거짓 보고를 한 경우 외에는 그 보고와 관련된 금융거래등의 상대방 및 그의 관계자에 대하여 손해배상책임을 지지 아니한다. <개정 2013.8.13, 2020.3.24>",20240719,0004001,LegalUnit
law:spec_financial_transaction_act:article:4,law:spec_financial_transaction_act,,article,4,금융회사등의 고액 현금거래 보고,제4조의2(금융회사등의 고액 현금거래 보고),20240719,0004021,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,①,,"① 금융회사등은 5천만원의 범위에서 대통령령으로 정하는 금액 이상의 현금(외국통화는 제외한다)이나 현금과 비슷한 기능의 지급수단으로서 대통령령으로 정하는 것(이하 ""현금등""이라 한다)을 금융거래등의 상대방에게 지급하거나 그로부터 영수(領收)한 경우에는 그 사실을 30일 이내에 금융정보분석원장에게 보고하여야 한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2020.3.24>",20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,1.,,1. 다른 금융회사등(대통령령으로 정하는 자는 제외한다)과의 현금등의 지급 또는 영수,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,2.,,"2. 국가, 지방자치단체, 그 밖에 대통령령으로 정하는 공공단체와의 현금등의 지급 또는 영수",20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,3.,,3. 자금세탁의 위험성이 없는 일상적인 현금등의 지급 또는 영수로서 대통령령으로 정하는 것,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,②,,② 금융회사등은 금융거래등의 상대방이 제1항을 회피할 목적으로 금액을 분할하여 금융거래등을 하고 있다고 의심되는 합당한 근거가 있는 경우에는 그 사실을 금융정보분석원장에게 보고하여야 한다. <개정 2020.3.24>,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,③,,"③ 금융정보분석원장은 다음 각 호의 기관을 고액 현금거래 보고에 관한 자료를 중계하는 기관(이하 ""중계기관""이라 한다)으로 지정ㆍ운영할 수 있다.",20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,1.,,1. 「민법」 제32조에 따라 금융위원회의 허가를 받아 설립된 사단법인 전국은행연합회,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,2.,,2. 「자본시장과 금융투자업에 관한 법률」 제283조에 따라 설립된 한국금융투자협회,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:item:4_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:4,item,3.,,3. 「상호저축은행법」 제25조에 따라 설립된 상호저축은행중앙회,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:paragraph:4,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:4,paragraph,④,,④ 제1항 및 제2항에 따른 보고의 방법과 제3항에 따른 중계기관의 지정ㆍ운영과 그 밖에 필요한 사항은 대통령령으로 정한다.,20240719,0004021,LegalUnit
law:spec_financial_transaction_act:article:5,law:spec_financial_transaction_act,,article,5,금융회사등의 조치 등,제5조(금융회사등의 조치 등),20240719,0005001,LegalUnit
law:spec_financial_transaction_act:paragraph:5,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:5,paragraph,①,,"① 금융회사등은 제4조제1항 및 제4조의2에 따른 보고를 원활하게 하고 금융회사등을 통한 자금세탁행위와 공중협박자금조달행위를 효율적으로 방지하기 위하여 다음 각 호의 조치를 하여야 한다. <개정 2012.3.21, 2013.8.13, 2019.1.15>",20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,1.,,1. 제4조제1항 및 제4조의2에 따른 보고 업무를 담당할 자의 임명 및 내부 보고 체제의 수립,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,2.,,2. 자금세탁행위와 공중협박자금조달행위의 방지를 위하여 해당 금융회사등의 임직원이 직무를 수행할 때 따라야 할 절차 및 업무지침의 작성ㆍ운용,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,3.,,3. 자금세탁행위와 공중협박자금조달행위의 방지를 위한 임직원의 교육 및 연수,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:paragraph:5,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:5,paragraph,②,,"② 주된 거래유형, 거래규모 등을 고려하여 대통령령으로 정하는 금융회사등에 대해서는 제1항 각 호의 조치 중 전부 또는 일부를 면제할 수 있다. <신설 2019.1.15>",20240719,0005001,LegalUnit
law:spec_financial_transaction_act:paragraph:5,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:5,paragraph,③,,③ 제1항제2호에 따른 절차 및 업무지침은 다음 각 호의 사항을 포함하여야 한다. <신설 2019.1.15>,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,1.,,"1. 금융거래등에 내재된 자금세탁행위와 공중협박자금조달행위의 위험을 식별, 분석, 평가하여 위험도에 따라 관리 수준을 차등화하는 업무체계의 구축 및 운영에 관한 사항",20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,2.,,"2. 자금세탁행위와 공중협박자금조달행위의 방지 업무를 수행하는 부서로부터 독립된 부서나 기관에서 그 업무수행의 적절성, 효과성을 검토ㆍ평가하고 이에 따른 문제점을 개선하기 위한 업무체계의 마련 및 운영에 관한 사항",20240719,0005001,LegalUnit
law:spec_financial_transaction_act:item:5_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,3.,,3. 그 밖에 자금세탁행위와 공중협박자금조달행위를 효율적으로 방지하기 위하여 대통령령으로 정하는 사항,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:paragraph:5,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:5,paragraph,④,,④ 금융회사등은 임직원이 직무를 수행할 때 제1항제2호에 따른 절차 및 업무지침을 준수하는지 여부를 감독하여야 한다. <신설 2019.1.15>,20240719,0005001,LegalUnit
law:spec_financial_transaction_act:article:5,law:spec_financial_transaction_act,,article,5,금융회사등의 고객 확인의무,제5조의2(금융회사등의 고객 확인의무),20240719,0005021,LegalUnit
law:spec_financial_transaction_act:paragraph:5,law:spec_financial_transaction_act,law:spec_financial_transaction_act:article:5,paragraph,①,,"① 금융회사등은 금융거래등을 이용한 자금세탁행위 및 공중협박자금조달행위를 방지하기 위하여 합당한 주의(注意)로서 다음 각 호의 구분에 따른 조치를 하여야 한다. 이 경우 금융회사등은 이를 위한 업무 지침을 작성하고 운용하여야 한다. <개정 2014.5.28, 2020.3.24>",20240719,0005021,LegalUnit
law:spec_financial_transaction_act:item:5_1,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,1.,,1. 고객이 계좌를 신규로 개설하거나 대통령령으로 정하는 금액 이상으로 일회성 금융거래등을 하는 경우: 다음 각 목의 사항을 확인,20240719,0005021,LegalUnit
law:spec_financial_transaction_act:subitem:5_1_가,law:spec_financial_transaction_act,law:spec_financial_transaction_act:item:5_1,subitem,가.,,가. 대통령령으로 정하는 고객의 신원에 관한 사항,20240719,0005021,LegalUnit
law:spec_financial_transaction_act:subitem:5_1_나,law:spec_financial_transaction_act,law:spec_financial_transaction_act:item:5_1,subitem,나.,,"나. 고객을 최종적으로 지배하거나 통제하는 자연인(이하 이 조에서 ""실제 소유자""라 한다)에 관한 사항. 다만, 고객이 법인 또는 단체인 경우에는 대통령령으로 정하는 사항",20240719,0005021,LegalUnit
law:spec_financial_transaction_act:item:5_2,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,2.,,2. 고객이 실제 소유자인지 여부가 의심되는 등 고객이 자금세탁행위나 공중협박자금조달행위를 할 우려가 있는 경우: 다음 각 목의 사항을 확인,20240719,0005021,LegalUnit
law:spec_financial_transaction_act:subitem:5_2_가,law:spec_financial_transaction_act,law:spec_financial_transaction_act:item:5_2,subitem,가.,,가. 제1호 각 목의 사항,20240719,0005021,LegalUnit
law:spec_financial_transaction_act:subitem:5_2_나,law:spec_financial_transaction_act,law:spec_financial_transaction_act:item:5_2,subitem,나.,,나. 금융거래등의 목적과 거래자금의 원천 등 금융정보분석원장이 정하여 고시하는 사항(금융회사등이 자금세탁행위나 공중협박자금조달행위의 위험성에 비례하여 합리적으로 가능하다고 판단하는 범위에 한정한다),20240719,0005021,LegalUnit
law:spec_financial_transaction_act:item:5_3,law:spec_financial_transaction_act,law:spec_financial_transaction_act:paragraph:5,item,3.,,3. 고객이 가상자산사업자인 경우: 다음 각 목의 사항을 확인,20240719,0005021,LegalUnit
law:spec_financial_transaction_act:subitem:5_3_가,law:spec_financial_transaction_act,law:spec_financial_transaction_act:item:5_3,subitem,가.,,가. 제1호 또는 제2호 각 목의 사항,20240719,0005021,LegalUnit
